Filename,ID,Category,Name,Cilia SA,Cilia Points,Cilia Points/Area,Islands,Noise_Points,MaxRadius,Aspect,Circularity,Elliptical Tendency,SurfaceArea,Cilia/Body Ratio,Polarity,Cilia Distribution Homogeneity,DeviationFromNormal,Note-Body,Note-Cilia,Keep
Batch7_P2Nonmovers_Bots6_42,5,Nonmover,Bot11,1538.0552,328,0.048717094,20,267,15.9230285,1.1804674,0.1783954,0.7118692,6732.74973,0.2284438,0.08104494,0.4137931,0.5862069,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,6,Nonmover,Bot12,2833.584884,1003,0.065051372,80,463,24.6882092,1.1567133,0.1662247,0.6417948,15418.58333,0.1837773,0.3653801,0.3101473,0.6898527,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,7,Nonmover,Bot13,7268.594488,752,0.039900253,40,411,30.3564221,1.3524832,0.3611897,0.5762263,18846.99811,0.3856632,0.1085261,0.478836,0.521164,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,8,Nonmover,Bot14,2685.094805,1362,0.05582638,72,209,22.45858462,1.15150333,0.16743482,0.36317741,24397.06727,0.1100581,0.21240865,0.24857955,0.75142045,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,9,Nonmover,Bot15,6499.048774,702,0.02696313,30,570,34.39595605,1.31230192,0.35857607,0.63317093,26035.55158,0.24962209,0.59780591,0.47028424,0.52971576,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,10,Nonmover,Bot16,1727.00235,3584,0.2167826,87,133,20.1558653,1.1641532,0.1958936,0.435936,16532.68961,0.1044599,0.2321334,0.2758621,0.7241379,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,11,Nonmover,Bot17,159.7028045,149,0.006980041,9,46,21.44308423,1.089158869,0.104723357,0.382758124,21346.57913,0.007481424,0.633750504,0.145695364,0.854304636,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,12,Nonmover,Bot18,2349.264208,1327,0.0688714,76,250,29.4662314,1.5722944,0.6340162,0.5922982,19267.79475,0.121927,0.2228649,0.2505431,0.7494569,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,13,Nonmover,Bot19_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,FALSE
Batch7_P2Nonmovers_Bots6_42,14,Nonmover,Bot21,10994.64427,7433,0.3264851,291,496,27.3179894,1.2374546,0.2293031,0.5918681,22766.73491,0.4829258,0.2906062,0.3903102,0.6096898,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,15,Nonmover,Bot22,2674.668192,1637,0.07787157,77,205,25.89330964,1.44736137,0.42653032,0.54344835,21021.79189,0.12723312,0.50419342,0.23179191,0.76820809,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,16,Nonmover,Bot23,5079.739345,563,0.03068536,23,442,26.98778412,1.4867819,0.51443688,0.6296223,18347.51384,0.27686254,0.32826478,0.48298217,0.51701783,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,17,Nonmover,Bot24,5339.367775,414,0.04842824,18,314,18.82620099,1.34588358,0.36318417,0.6695214,8548.73163,0.62458011,0.11734876,0.50808314,0.49191686,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,18,Nonmover,Bot25,5483.500824,430,0.04830577,23,310,18.70961421,1.29307524,0.30536363,0.73596458,8901.627296,0.61601106,0.1240389,0.49247312,0.50752688,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,19,Nonmover,Bot26,6781.62472,1252,0.08057112,80,529,27.40546717,1.43299979,0.4096661,0.62767791,15539.06645,0.43642421,0.352524,0.36279785,0.63720215,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,20,Nonmover,Bot27,5695.481702,762,0.06207284,42,450,21.41443757,1.17197628,0.19003302,0.73424336,12275.90105,0.46395631,0.2713649,0.33957553,0.66042447,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,21,Nonmover,Bot28,3555.333425,3300,0.2097987,139,320,25.6117624,1.5736877,0.6517684,0.6383687,15729.36338,0.2260316,0.2470562,0.3119373,0.6880627,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,22,Nonmover,Bot29,4357.232321,3165,0.3009542,187,258,19.0769282,1.1403554,0.1498983,0.7942254,10516.54954,0.4143215,0.1262814,0.360423,0.639577,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,23,Nonmover,Bot30,5326.593215,678,0.0602532,43,356,20.1327041,1.1949123,0.225172,0.7387621,11252.51439,0.4733692,0.2521325,0.3401639,0.6598361,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,24,Nonmover,Bot31,6216.573559,476,0.05102968,17,359,20.62977235,1.49386255,0.47507058,0.79580018,9327.905629,0.66644902,0.17078977,0.52694611,0.47305389,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,25,Nonmover,Bot32,2017.895823,1066,0.04861896,60,262,22.08881561,1.17861725,0.20415825,0.30855493,21925.60247,0.09203377,0.39952072,0.24848485,0.75151515,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,26,Nonmover,Bot33_34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Batch7_P2Nonmovers_Bots6_42,27,Nonmover,Bot35,2682.691204,906,0.03472169,63,442,28.95660921,1.17509115,0.17756736,0.61489014,26093.20132,0.10281188,0.50204643,0.25819265,0.74180735,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,28,Nonmover,Bot36,5941.975574,1232,0.08376238,88,491,25.30943419,1.336253,0.33674895,0.69507933,14708.27312,0.40398866,0.19085764,0.33862434,0.66137566,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,29,Nonmover,Bot37,5774.596899,417,0.04483634,22,293,18.41996161,1.2175571,0.2261644,0.76345828,9300.492045,0.62089155,0.11735673,0.5045045,0.4954955,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,30,Nonmover,Bot38,2762.930888,768,0.05495899,41,467,25.06422261,1.63540161,0.69558859,0.66055704,13974.05654,0.1977186,0.22262923,0.39847716,0.60152284,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,31,Nonmover,Bot39,2566.741644,2539,0.1220396,89,254,25.8402624,1.3857152,0.432702,0.5094705,20804.7258,0.123373,0.3809724,0.2511161,0.7488839,OK,OK,TRUE
Batch7_P2Nonmovers_Bots6_42,32,Nonmover,Bot40,7078.679815,496,0.04802865,24,354,20.38956291,1.3200902,0.32009382,0.70872368,10327.16991,0.68544237,0.17752257,0.50384615,0.49615385,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,33,Nonmover,Bot41,2420.138262,432,0.0479129,21,294,19.1386422,1.3639094,0.3911524,0.6570786,9016.36185,0.2684163,0.187357,0.4643678,0.5356322,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots6_42,34,Nonmover,Bot42,3847.326529,2327,0.06025411,103,351,28.576507,1.28613951,0.34653135,0.17635826,38619.7752,0.09962063,0.42269165,0.20767034,0.79232966,OK,OK,TRUE
Batch7_P2Nonmovers_Bots43_50,0,Nonmover,Bot43,2223.996614,671,0.07331309,45,356,19.65702094,1.24697893,0.24459425,0.63834254,9152.526815,0.24299264,0.04839194,0.42463768,0.57536232,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,1,Nonmover,Bot44,4288.699007,555,0.04787731,11,449,22.62519511,1.3006422,0.32302797,0.65438588,11592.12916,0.36996646,0.15048593,0.49480969,0.50519031,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,2,Nonmover,Bot45,4287.557745,769,0.0511461,34,551,25.3672873,1.5500898,0.5782504,0.7074225,15035.35994,0.285165,0.1936698,0.508794,0.491206,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,3,Nonmover,Bot46,2211.587123,432,0.0454584,22,290,18.5518316,1.2277382,0.2202919,0.8296724,9503.194499,0.2327204,0.2986827,0.4444444,0.5555556,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,4,Nonmover,Bot47,784.7330659,574,0.02724649,35,126,26.68413366,1.64538719,0.57118303,0.37918209,21066.935,0.03724951,0.25327626,0.19344774,0.80655226,OK,OK,TRUE
Batch7_P2Nonmovers_Bots43_50,5,Nonmover,Bot48,1073.444172,419,0.05116129,23,234,18.83389917,1.44795339,0.46375966,0.65639916,8189.785229,0.1310711,0.10579393,0.4173913,0.5826087,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,6,Nonmover,Bot49,1796.696538,501,0.06526308,24,337,16.77906201,1.19483438,0.22466717,0.69975786,7676.622124,0.2340478,0.03794763,0.46958175,0.53041825,OK,OVEREXPOSED_FIXED,TRUE
Batch7_P2Nonmovers_Bots43_50,7,Nonmover,Bot50,3453.289172,2110,0.09049178,110,312,24.91651141,1.40751415,0.38913349,0.3176501,23317.03568,0.14810155,0.22365901,0.27564674,0.72435326,OK,OK,TRUE
