id,x,y,size,frame,track,ignore,track_fixed
8,471.35092157571376,492.32273220093964,2767,1,1,FALSE,1
13,446.87687833252545,245.65244789142025,2063,1,2,FALSE,2
14,576.926716676284,240.16618580496248,1733,1,3,FALSE,3
20,400.9567354965585,78.37921992789249,3051,1,4,FALSE,4
8,469.6936416184971,492.25875552533154,2941,2,1,FALSE,1
13,449.88923626619027,245.40955783832067,2239,2,2,FALSE,2
14,576.8158185840708,240.27986725663717,1808,2,3,FALSE,3
20,396.316822129302,77.72145384367964,3109,2,4,FALSE,4
8,467.47569906790943,493.0532623169108,3004,3,1,FALSE,1
13,452.9143968871595,245.9740596627756,2313,3,2,FALSE,2
14,576.6956287101997,240.48407987048031,1853,3,3,FALSE,3
20,391.48015364916773,78.12740076824583,3124,3,4,FALSE,4
8,467.3101567825494,494.2307430129516,2934,4,1,FALSE,1
13,456.9995619798511,247.74200613228209,2283,4,2,FALSE,2
14,576.6344378055404,240.45192829983705,1841,4,3,FALSE,3
20,386.2533762057878,78.99421221864952,3110,4,4,FALSE,4
8,468.105795148248,494.55694070080864,2968,5,1,FALSE,1
13,460.55322862129145,250.8128272251309,2292,5,2,FALSE,2
14,576.9875,240.5298913043478,1840,5,3,FALSE,3
20,381.2267741935484,80.46387096774194,3100,5,4,FALSE,4
9,468.7287671232877,494.8489726027397,2920,6,1,FALSE,1
14,463.4729788153913,252.26502377864244,2313,6,2,FALSE,2
15,576.9101731601731,240.31980519480518,1848,6,3,FALSE,3
21,376.1079948420374,81.63636363636364,3102,6,4,FALSE,4
8,467.0194805194805,495.53246753246754,2926,7,1,FALSE,1
13,465.6684050412864,255.27379400260756,2301,7,2,FALSE,2
14,576.9594298245614,240.54495614035088,1824,7,3,FALSE,3
20,370.8620245003224,83.36460348162475,3102,7,4,FALSE,4
8,465.8735354927636,496.408339076499,2902,8,1,FALSE,1
13,467.415780141844,258.1578014184397,2256,8,2,FALSE,2
14,576.9145534729879,240.34343991179713,1814,8,3,FALSE,3
20,366.1329196603527,85.47028086218158,3062,8,4,FALSE,4
8,464.0795883361921,497.904974271012,2915,9,1,FALSE,1
13,468.1545574636724,261.442536327609,2271,9,2,FALSE,2
14,577.1,240.4121546961326,1810,9,3,FALSE,3
20,363.01461988304095,87.31513970110461,3078,9,4,FALSE,4
8,462.7039610840862,499.24669909659485,2878,10,1,FALSE,1
13,468.97740363314136,265.1537439078423,2257,10,2,FALSE,2
14,577.2545554942021,240.40309221424627,1811,10,3,FALSE,3
20,362.7926749509483,88.81229561805101,3058,10,4,FALSE,4
8,461.56050069541027,500.30632823365784,2876,11,1,FALSE,1
13,468.9169565217391,267.98782608695655,2300,11,2,FALSE,2
14,577.3656798245614,240.29934210526315,1824,11,3,FALSE,3
19,362.66947232113955,89.57623826481061,3089,11,4,FALSE,4
8,460.8475443383356,502.3362892223738,2932,12,1,FALSE,1
13,467.5862660944206,270.94721030042916,2330,12,2,FALSE,2
14,577.5516675779114,240.28922908693275,1829,12,3,FALSE,3
19,357.9854180168503,92.35806869734284,3086,12,4,FALSE,4
9,460.9778776356723,503.9239543726236,2893,13,1,FALSE,1
14,465.85117493472586,273.79373368146213,2298,13,2,FALSE,2
15,577.8758884636413,240.04264625478405,1829,13,3,FALSE,3
20,353.49655624795014,95.15677271236471,3049,13,4,FALSE,4
11,461.5895652173913,505.3502608695652,2875,14,1,FALSE,1
16,462.5594882729211,276.0810234541578,2345,14,2,FALSE,2
17,578.1110506260206,239.98312465977136,1837,14,3,FALSE,3
21,349.11253701875614,98.67752550180981,3039,14,4,FALSE,4
9,462.6296296296296,507.3354101765317,2889,15,1,FALSE,1
14,459.31630901287554,277.7304721030043,2330,15,2,FALSE,2
15,578.2546045503792,239.52600216684723,1846,15,3,FALSE,3
19,345.3619390763184,102.3950212905339,3053,15,4,FALSE,4
9,463.58849557522126,507.88972089857043,2938,16,1,FALSE,1
14,453.849389987379,274.6381994110223,2377,16,2,FALSE,2
15,578.5989159891599,239.37669376693768,1845,16,3,FALSE,3
19,341.55522779416583,105.93149786955097,3051,16,4,FALSE,4
11,464.98566063502903,508.6821440764766,2929,17,1,FALSE,1
16,448.25955480890383,270.60058798824025,2381,17,2,FALSE,2
17,579.5899672846238,239.69193020719737,1834,17,3,FALSE,3
21,337.7292145908643,109.85639171869865,3043,17,4,FALSE,4
9,466.953146374829,509.2424760601915,2924,18,1,FALSE,1
14,443.19122807017544,266.5671052631579,2280,18,2,FALSE,2
15,579.8793198025234,239.088864509051,1823,18,3,FALSE,3
19,334.63045618641286,114.51854282901215,3047,18,4,FALSE,4
10,469.2576582709326,509.1855003403676,2938,19,1,FALSE,1
15,439.8361249434133,262.2521502942508,2209,19,2,FALSE,2
16,580.241961852861,238.83215258855586,1835,19,3,FALSE,3
20,332.33026618468614,118.97896812356227,3043,19,4,FALSE,4
11,470.76973684210526,508.77908587257616,2888,20,1,FALSE,1
16,440.16494845360825,261.9934395501406,2134,20,2,FALSE,2
17,580.5855704697987,238.49720357941834,1788,20,3,FALSE,3
21,330.3252299605782,123.84099868593955,3044,20,4,FALSE,4
9,472.22222222222223,508.1783350748868,2871,21,1,FALSE,1
14,440.56909430438844,261.7992530345472,2142,21,2,FALSE,2
15,580.9222712238147,237.8186328555678,1814,21,3,FALSE,3
19,328.94389763779526,129.08595800524935,3048,21,4,FALSE,4
10,473.5767620376832,506.96545708304257,2866,22,1,FALSE,1
15,441.0362182502352,261.75587958607713,2126,22,2,FALSE,2
16,581.2944751381216,237.0988950276243,1810,22,3,FALSE,3
20,328.2651515151515,134.21146245059288,3036,22,4,FALSE,4
11,474.93917963224897,505.6269448373409,2828,23,1,FALSE,1
