id,x,y,size,frame,track,ignore,track_fixed
1,435.9972502291476,487.99266727772687,1091,1,1,FALSE,1
2,534.1418414504088,424.47707074297904,2813,1,2,FALSE,2
3,501.72871287128714,303.36534653465344,3030,1,3,FALSE,4
1,435.5991416309013,487.5545064377682,1165,2,1,FALSE,1
2,534.0605749486652,424.6105407255305,2922,2,2,FALSE,2
3,501.55052264808364,302.7816492450639,3444,2,3,FALSE,4
1,435.1971356360573,487.41196293176074,1187,3,1,FALSE,1
2,534.1119809394146,424.66099387338323,2938,3,2,FALSE,2
3,501.64130119082193,303.0964275341272,3443,3,3,FALSE,4
1,434.74957264957266,486.85726495726493,1170,4,1,FALSE,1
2,534.1469178082192,424.71472602739726,2920,4,2,FALSE,2
3,501.5457201285422,303.1276657902425,3423,4,3,FALSE,4
1,434.50666666666666,486.29833333333335,1200,5,1,FALSE,1
2,534.1261506989431,424.7657688373679,2933,5,2,FALSE,2
3,501.59375,303.37471064814815,3456,5,3,FALSE,4
1,434.43254637436763,485.79342327150084,1186,6,1,FALSE,1
2,534.1700819672132,424.8340163934426,2928,6,2,FALSE,2
3,501.7961616749055,303.4428612968886,3439,6,3,FALSE,4
1,434.2623224728488,485.3141186299081,1197,7,1,FALSE,1
2,534.1847937265599,424.92430958063414,2933,7,2,FALSE,2
3,501.76439790575915,303.5392670157068,3438,7,3,FALSE,4
1,434.05942275042446,484.7011884550085,1178,8,1,FALSE,1
2,534.2777397260274,424.8969178082192,2920,8,2,FALSE,2
3,501.63654911104635,303.7032935004372,3431,8,3,FALSE,4
1,434.1241554054054,484.1731418918919,1184,9,1,FALSE,1
2,534.3488372093024,425.0731874145007,2924,9,2,FALSE,2
3,501.5135687189962,303.8266705573388,3427,9,3,FALSE,4
1,434.06955046649705,483.626802374894,1179,10,1,FALSE,1
2,534.3926485743731,425.1164548265201,2911,10,2,FALSE,2
3,501.4551357733176,304.1431523022432,3388,10,3,FALSE,4
1,434.25699745547075,483.14334181509753,1179,11,1,FALSE,1
2,534.4046799724707,425.12629043358567,2906,11,2,FALSE,2
3,501.41656804733725,304.3387573964497,3380,11,3,FALSE,4
1,434.54948805460754,482.7133105802048,1172,12,1,FALSE,1
2,534.4205993799518,425.13021012745435,2903,12,2,FALSE,2
3,501.4092789598109,304.4905437352246,3384,12,3,FALSE,4
1,434.68174061433444,482.16808873720134,1172,13,1,FALSE,1
2,534.4621761658032,425.0991364421416,2895,13,2,FALSE,2
3,501.4314946619217,304.70432977461445,3372,13,3,FALSE,4
1,435.0443307757886,481.9028132992327,1173,14,1,FALSE,1
2,534.4568876674682,425.1563036757128,2911,14,2,FALSE,2
