id,x,y,size,frame,track,ignore,track_fixed
1,450.8400441257584,434.52178709321566,1813,1,1,TRUE,1
2,489.18840579710144,457.231884057971,69,1,2,TRUE,2
3,535.2816455696203,447.5996835443038,632,1,3,TRUE,3
4,592.4744525547445,426.44525547445255,137,1,4,FALSE,4
5,663.1264367816092,308.88505747126436,87,1,5,TRUE,5
1,483.0877192982456,458.57894736842104,57,2,2,TRUE,2
2,446.9261672095548,432.7372421281216,1842,2,1,TRUE,1
3,530.7019543973942,446.8973941368078,614,2,3,TRUE,3
4,592.8547008547008,425.4188034188034,117,2,4,FALSE,4
5,663.3452380952381,309.1309523809524,84,2,5,TRUE,5
1,476.6219512195122,459.4024390243902,82,3,2,TRUE,2
2,526.1512195121951,446.520325203252,615,3,3,TRUE,3
3,443.7621412803532,430.0971302428256,1812,3,1,TRUE,1
4,592.984496124031,424.71317829457365,129,3,4,FALSE,4
5,663.1807228915662,309.03614457831327,83,3,5,TRUE,5
1,470.05434782608694,460,92,4,2,TRUE,2
2,521.6617886178861,446.3447154471545,615,4,3,TRUE,3
3,440.3054945054945,427.25714285714287,1820,4,1,TRUE,1
4,593.4206349206349,423.484126984127,126,4,4,FALSE,4
5,663.5068493150685,309.5753424657534,73,4,5,TRUE,5
1,464.3658536585366,460.1219512195122,82,5,2,TRUE,2
2,517.0537459283388,446.06351791530943,614,5,3,TRUE,3
3,437.5442064799561,424.51510159253155,1821,5,1,TRUE,1
4,594,422.82608695652175,115,5,4,FALSE,4
5,663.4857142857143,309.3857142857143,70,5,5,TRUE,5
1,459.14285714285717,459.31168831168833,77,6,2,TRUE,2
2,512.4035656401945,446.37277147487845,617,6,3,TRUE,3
3,434.9956019791094,421.59538207806486,1819,6,1,TRUE,1
4,594.1307692307693,421.82307692307694,130,6,4,FALSE,4
5,663.2234042553191,308.93617021276594,94,6,5,TRUE,5
1,452.7971014492754,458.6666666666667,69,7,2,TRUE,2
2,508.06913183279744,447.08038585209005,622,7,3,TRUE,3
3,432.6018774157924,418.81943677526226,1811,7,1,TRUE,1
4,594.8582677165355,420.51181102362204,127,7,4,FALSE,4
5,663.2127659574468,309.27659574468083,94,7,5,TRUE,5
1,503.9334415584416,447.7711038961039,616,8,3,TRUE,3
2,446.72549019607845,457.6862745098039,51,8,2,TRUE,2
3,431.3461111111111,415.3183333333333,1800,8,1,TRUE,1
4,594.7479674796748,420.0975609756098,123,8,4,FALSE,4
5,663.1807228915662,309.03614457831327,83,8,5,TRUE,5
1,499.86296900489396,448.58075040783035,613,9,3,TRUE,3
2,440.57894736842104,455.1578947368421,38,9,2,TRUE,2
3,430.09420289855075,411.4821627647715,1794,9,1,TRUE,1
4,595.0803571428571,419.4107142857143,112,9,4,FALSE,4
5,663.4328358208955,308.95522388059703,67,9,5,TRUE,5
1,496.2105263157895,449.5279605263158,608,10,3,TRUE,3
2,435.8095238095238,452.95238095238096,21,10,2,TRUE,2
3,429.19468546637745,407.47993492407807,1844,10,1,TRUE,1
4,595.4471544715448,418.5040650406504,123,10,4,FALSE,4
5,663.2112676056338,308.7887323943662,71,10,5,TRUE,5
1,492.98671096345515,450.6478405315615,602,11,3,TRUE,3
2,429.72215843857634,403.9259471871412,1742,11,1,TRUE,1
3,594.7473684210527,417.89473684210526,95,11,4,FALSE,4
4,663.6,308.8,5,11,5,TRUE,5
1,489.6211382113821,451.78211382113824,615,12,3,TRUE,3
2,427.5,445.5,32,12,2,TRUE,2
3,429.4215053763441,400.0822580645161,1860,12,1,TRUE,1
4,595.0645161290323,417.1209677419355,124,12,4,FALSE,4
5,663.4158415841584,309.44554455445547,101,12,5,TRUE,5
1,485.6390243902439,453.48130081300815,615,13,3,TRUE,3
2,423.9142857142857,440.8285714285714,35,13,2,TRUE,2
3,430.0036344755971,396.5976116303219,1926,13,1,TRUE,1
4,595.0708661417323,415.96062992125985,127,13,4,FALSE,4
5,663.4639175257732,309.16494845360825,97,13,5,TRUE,5
1,481.89180327868854,455.58852459016396,610,14,3,TRUE,3
2,421.0576923076923,435.0576923076923,52,14,2,TRUE,2
3,431.0946714950854,392.33833419555094,1933,14,1,TRUE,1
4,595.141592920354,414.8141592920354,113,14,4,FALSE,4
5,663.21875,308.9375,96,14,5,TRUE,5
1,478.5360655737705,457.5016393442623,610,15,3,TRUE,3
2,418.3157894736842,429.9868421052632,76,15,2,TRUE,2
3,431.86131386861314,388.1511991657977,1918,15,1,TRUE,1
4,595.1384615384616,413.3538461538462,130,15,4,FALSE,4
5,663.1355932203389,309.1101694915254,118,15,5,TRUE,5
1,475.15692821368947,459.71452420701166,599,16,3,TRUE,3
2,415.875,424.4,80,16,2,TRUE,2
3,595.3414634146342,412.1382113821138,123,16,4,FALSE,4
4,432.637519872814,382.9687334393217,1887,16,1,TRUE,1
5,663.4545454545455,309.3838383838384,99,16,5,TRUE,5
1,472.64367816091954,461.9638752052545,609,17,3,TRUE,3
2,413.64,419.6533333333333,75,17,2,TRUE,2
3,595.7461538461539,411.7769230769231,130,17,4,FALSE,4
4,434.27554842161584,379.3472445157838,1869,17,1,TRUE,1
5,663.4716981132076,309.20754716981133,106,17,5,TRUE,5
1,470.24185248713553,463.7770154373928,583,18,3,TRUE,3
2,411.1875,414.6875,16,18,2,TRUE,2
3,595.4761904761905,410.93650793650795,63,18,4,FALSE,4
4,436.333893557423,375.9070028011204,1785,18,1,TRUE,1
1,467.8196721311475,466.472131147541,610,19,3,TRUE,3
2,595.8148148148148,408.3703703703704,108,19,4,FALSE,4
3,410.33898305084745,407.9830508474576,59,19,2,TRUE,2
4,437.97030752916226,372.8372216330859,1886,19,1,TRUE,1
5,663.5151515151515,309.32323232323233,99,19,5,TRUE,5
1,465.4713584288052,469.7855973813421,611,20,3,TRUE,3
2,596.0877192982456,408.0701754385965,114,20,4,FALSE,4
3,409.36170212765956,403.06382978723406,47,20,2,TRUE,2
4,440.4986493787142,370.5207995678012,1851,20,1,TRUE,1
5,663.3125,309.075,80,20,5,TRUE,5
1,463.60289389067526,473.05787781350483,622,21,3,TRUE,3
2,596.0762711864406,407.1779661016949,118,21,4,FALSE,4
3,409.2027027027027,397.6756756756757,74,21,2,TRUE,2
4,441.9782146652497,367.7029755579171,1882,21,1,TRUE,1
5,663.2149532710281,308.93457943925233,107,21,5,TRUE,5
1,461.7435483870968,475.8225806451613,620,22,3,TRUE,3
2,596.1512605042017,407.2689075630252,119,22,4,FALSE,4
3,408.7457627118644,392.1525423728813,59,22,2,TRUE,2
4,445.2505364806867,365.5557939914163,1864,22,1,TRUE,1
5,663.283950617284,309.1111111111111,81,22,5,TRUE,5
1,460.2558869701727,478.1208791208791,637,23,3,TRUE,3
2,596.1016949152543,407.7118644067797,118,23,4,FALSE,4
3,410.1530612244898,386.2244897959184,98,23,2,TRUE,2
4,448.06698063840923,363.85923600209316,1911,23,1,TRUE,1
5,663.6190476190476,309.1587301587302,63,23,5,TRUE,5
1,458.53953488372093,481.3922480620155,645,24,3,TRUE,3
2,596.2671755725191,407.44274809160305,131,24,4,FALSE,4
3,412.0090909090909,382.08181818181816,110,24,2,TRUE,2
4,451.4733022291343,362.70036288232245,1929,24,1,TRUE,1
5,662.9923076923077,308.9076923076923,130,24,5,TRUE,5
1,457.0931297709924,484.9297709923664,655,25,3,TRUE,3
2,596.1923076923077,407.66923076923075,130,25,4,FALSE,4
3,413.6304347826087,377.5326086956522,92,25,2,TRUE,2
4,455.05529473135107,361.4705268648931,1917,25,1,TRUE,1
5,662.7610062893082,308.9308176100629,159,25,5,TRUE,5
1,455.7175925925926,487.42283950617286,648,26,3,TRUE,3
2,596.2845528455284,407.520325203252,123,26,4,FALSE,4
3,416.16279069767444,373.8488372093023,86,26,2,TRUE,2
4,458.46522655426764,361.35036880927294,1898,26,1,TRUE,1
5,663.4186046511628,309.1046511627907,86,26,5,TRUE,5
1,454.745889387145,490.6591928251121,669,27,3,TRUE,3
2,596.232,407.544,125,27,4,FALSE,4
3,460.14278822961893,361.14230583695127,2073,27,1,TRUE,1
4,663.1206896551724,308.9913793103448,116,27,5,TRUE,5
1,454.012084592145,494.2870090634441,662,28,3,TRUE,3
2,596.4358974358975,407.64102564102564,117,28,4,FALSE,4
3,466.7372488408037,360.19216898505925,1941,28,1,TRUE,1
4,422.7857142857143,366.1666666666667,84,28,2,TRUE,2
5,663.2441860465116,308.8953488372093,86,28,5,TRUE,5
1,453.4783258594918,497.644245142003,669,29,3,TRUE,3
2,596.4358974358975,407.64102564102564,117,29,4,FALSE,4
3,471.4030082987552,359.79097510373447,1928,29,1,TRUE,1
4,426.6666666666667,362,75,29,2,TRUE,2
5,663.4895833333334,309.34375,96,29,5,TRUE,5
1,453.04704097116843,500.86949924127464,659,30,3,TRUE,3
2,596.5346534653465,406.6039603960396,101,30,4,FALSE,4
3,476.10597402597404,358.961038961039,1925,30,1,TRUE,1
4,430.9,357.7,70,30,2,TRUE,2
5,663.2820512820513,309.0769230769231,78,30,5,TRUE,5
1,452.8172362555721,503.59138187221396,673,31,3,TRUE,3
2,596.9026548672566,406.2300884955752,113,31,4,FALSE,4
3,479.9462915601023,358.9227621483376,1955,31,1,TRUE,1
4,435.31081081081084,353.72972972972974,74,31,2,TRUE,2
5,663.1304347826087,309.0521739130435,115,31,5,TRUE,5
1,452.7157894736842,506.63157894736844,665,32,3,TRUE,3
2,597.1351351351351,406.2072072072072,111,32,4,FALSE,4
3,483.50562372188136,359.1666666666667,1956,32,1,TRUE,1
4,439.60759493670884,349.9367088607595,79,32,2,TRUE,2
5,663.4698795180723,309.28915662650604,83,32,5,TRUE,5
1,452.05882352941177,508.5485294117647,680,33,3,TRUE,3
2,597.0948275862069,406.37068965517244,116,33,4,FALSE,4
3,487.10981189628876,359.644128113879,1967,33,1,TRUE,1
4,443.7857142857143,346.5,56,33,2,TRUE,2
5,663.1565217391304,308.9826086956522,115,33,5,TRUE,5
1,452.87134502923976,511.71491228070175,684,34,3,TRUE,3
2,597.4587155963303,406.29357798165137,109,34,4,FALSE,4
3,490.3540404040404,360.6242424242424,1980,34,1,TRUE,1
4,449.3538461538462,343.52307692307693,65,34,2,TRUE,2
5,663.1304347826087,309.0521739130435,115,34,5,TRUE,5
1,454,515.2462908011869,674,35,3,TRUE,3
2,597.4351851851852,406.24074074074076,108,35,4,FALSE,4
3,493.5501012145749,362.0293522267207,1976,35,1,TRUE,1
4,454.8333333333333,340.9791666666667,48,35,2,TRUE,2
5,663.5079365079365,309,63,35,5,TRUE,5
1,455.12138728323697,518.3323699421966,692,36,3,TRUE,3
2,597.7190082644628,405.93388429752065,121,36,4,FALSE,4
3,496.96019900497515,363.5955223880597,2010,36,1,TRUE,1
4,460.48,339.1333333333333,75,36,2,TRUE,2
5,663.2072072072073,309.1621621621622,111,36,5,TRUE,5
1,456.9115942028985,521.8811594202898,690,37,3,TRUE,3
2,597.7678571428571,406.0625,112,37,4,FALSE,4
3,499.65494726268207,365.7980914113511,1991,37,1,TRUE,1
4,466.4673913043478,338.64130434782606,92,37,2,TRUE,2
5,663.3363636363637,309.1363636363636,110,37,5,TRUE,5
1,458.0692640692641,524.8023088023089,693,38,3,TRUE,3
2,598.0350877192982,405.4298245614035,114,38,4,FALSE,4
3,502.5875311720698,368.0354114713217,2005,38,1,TRUE,1
4,471.8,337.8666666666667,90,38,2,TRUE,2
5,663.2018348623853,309.0366972477064,109,38,5,TRUE,5
1,459.91440798858775,527.9201141226819,701,39,3,TRUE,3
2,598.0625,405.4375,112,39,4,FALSE,4
3,504.84328358208955,371.07014925373136,2010,39,1,TRUE,1
4,477.0892857142857,338.39285714285717,112,39,2,TRUE,2
5,663.2454545454545,309.09090909090907,110,39,5,TRUE,5
1,461.9384615384615,531.3188811188811,715,40,3,TRUE,3
2,505.43504392048084,371.3259361997226,2163,40,1,TRUE,1
3,597.2255639097745,403.4812030075188,133,40,4,FALSE,4
4,663.2882882882883,309.0900900900901,111,40,5,TRUE,5
1,464.0510752688172,534.1612903225806,744,41,3,TRUE,3
2,507.597866419295,374.0264378478664,2156,41,1,TRUE,1
3,596.376,402.944,125,41,4,FALSE,4
4,663.4752475247525,309.18811881188117,101,41,5,TRUE,5
1,466.7381916329285,536.6207827260458,741,42,3,TRUE,3
2,509.92850333651097,377.5962821734986,2098,42,1,TRUE,1
3,596.0254237288135,402.7118644067797,118,42,4,FALSE,4
4,663.4479166666666,309.21875,96,42,5,TRUE,5
1,468.51634877384197,538.6267029972752,734,43,3,TRUE,3
2,512.8461134453781,384.17699579831935,1904,43,1,TRUE,1
3,595.9380530973451,402.3628318584071,113,43,4,FALSE,4
4,497.8076923076923,342.8692307692308,130,43,2,TRUE,2
5,663.1851851851852,308.9753086419753,81,43,5,TRUE,5
1,470.2440318302387,540.4018567639257,754,44,3,TRUE,3
2,513.1223227034745,384.3398381722989,2101,44,1,TRUE,1
3,596.2074074074075,402.10370370370373,135,44,4,FALSE,4
4,663.1206896551724,308.9913793103448,116,44,5,TRUE,5
1,473.2549277266754,541.92247043364,761,45,3,TRUE,3
2,514.2181818181818,387.95215311004785,2090,45,1,TRUE,1
3,595.0542635658915,401.05426356589146,129,45,4,FALSE,4
4,663.4554455445544,309.1782178217822,101,45,5,TRUE,5
1,476.1342894393742,543.1734028683181,767,46,3,TRUE,3
2,514.9182209469153,392.2821616451459,2091,46,1,TRUE,1
3,593.5746268656717,400.15671641791045,134,46,4,FALSE,4
4,663.136,309.312,125,46,5,TRUE,5
1,478.79820051413884,544.3958868894601,778,47,3,TRUE,3
2,515.3860667634252,396.092404450895,2067,47,1,TRUE,1
3,592.8296296296296,399.0740740740741,135,47,4,FALSE,4
4,663.3904761904762,309.2190476190476,105,47,5,TRUE,5
1,481.9297573435504,545.2669220945083,783,48,3,TRUE,3
2,515.4553272814143,399.72097467749643,2093,48,1,TRUE,1
3,591.816,398.448,125,48,4,FALSE,4
4,663.4848484848485,309.4141414141414,99,48,5,TRUE,5
1,485.53450439146803,545.6762860727729,797,49,3,TRUE,3
2,514.4029075804776,407.2383177570093,1926,49,1,TRUE,1
3,590.9083969465648,397.7557251908397,131,49,4,FALSE,4
4,522.9166666666666,363.8425925925926,108,49,6,TRUE,6
5,663.504761904762,309.4,105,49,5,TRUE,5
1,489.63669950738915,545.8435960591133,812,50,3,TRUE,3
2,514.410243902439,408.73756097560977,2050,50,1,TRUE,1
3,589.3680555555555,397.0763888888889,144,50,4,FALSE,4
4,663.1639344262295,309.0327868852459,122,50,5,TRUE,5
1,493.1194581280788,546.0714285714286,812,51,3,TRUE,3
2,512.2066458982347,415.1007268951194,1926,51,1,TRUE,1
3,588.0992366412214,396.48091603053433,131,51,4,FALSE,4
4,527.4166666666666,373.96875,96,51,6,TRUE,6
5,663.1206896551724,309.1034482758621,116,51,5,TRUE,5
1,497.0543209876543,545.8740740740741,810,52,3,TRUE,3
2,510.5815273477812,418.7951496388029,1938,52,1,TRUE,1
3,586.593984962406,396.4135338345865,133,52,4,FALSE,4
4,529.716049382716,378.9382716049383,81,52,6,TRUE,6
5,663.0940170940171,308.9230769230769,117,52,5,TRUE,5
1,499.9425717852684,545.7715355805243,801,53,3,TRUE,3
2,508.6685924369748,422.65546218487395,1904,53,1,TRUE,1
3,586.6717557251908,396.36641221374043,131,53,4,FALSE,4
4,531.5686274509804,384.47058823529414,51,53,6,TRUE,6
5,663.4123711340206,309.1443298969072,97,53,5,TRUE,5
1,502.8386699507389,545.3103448275862,812,54,3,TRUE,3
2,506.19685863874344,425.64554973821987,1910,54,1,TRUE,1
3,585.5263157894736,395.54135338345867,133,54,4,FALSE,4
4,532.5294117647059,389.6862745098039,51,54,6,TRUE,6
5,663.4479166666666,309.21875,96,54,5,TRUE,5
1,506.2536945812808,544.7549261083744,812,55,3,TRUE,3
2,503.65128474043,428.95490298898795,1907,55,1,TRUE,1
3,584.3787878787879,395.50757575757575,132,55,4,FALSE,4
4,533.1272727272727,396.09090909090907,55,55,6,TRUE,6
5,663.3655913978495,309.10752688172045,93,55,5,TRUE,5
1,509.5361963190184,543.9300613496932,815,56,3,TRUE,3
2,500.69736842105266,432.1078947368421,1900,56,1,TRUE,1
3,533.051724137931,402.0689655172414,58,56,6,TRUE,6
4,582.7709923664122,395.68702290076334,131,56,4,FALSE,4
5,663.2941176470588,309.11764705882354,85,56,5,TRUE,5
1,513.1553166069295,542.9115890083632,837,57,3,TRUE,3
2,497.70507399577167,434.3551797040169,1892,57,1,TRUE,1
3,531.8484848484849,406.4848484848485,66,57,6,TRUE,6
4,581.544776119403,395.64179104477614,134,57,4,FALSE,4
5,663.3636363636364,309.2020202020202,99,57,5,TRUE,5
1,516.6356132075472,541.688679245283,848,58,3,TRUE,3
2,494.6546687532603,436.9979134063641,1917,58,1,TRUE,1
3,530.945205479452,412.2739726027397,73,58,6,TRUE,6
4,580.6764705882352,396.2279411764706,136,58,4,FALSE,4
5,663.2410714285714,309.07142857142856,112,58,5,TRUE,5
1,519.721387283237,540.4647398843931,865,59,3,TRUE,3
